"Commuting duration by main mode of commuting and time arriving at work: Canada, provinces and territories, census divisions and census subdivisions of work",Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,Unnamed: 55,Unnamed: 57,Unnamed: 59,Unnamed: 61,Unnamed: 63,Unnamed: 65,Unnamed: 67,Unnamed: 69,Unnamed: 71,Unnamed: 73,Unnamed: 75,Unnamed: 77,Unnamed: 79,Unnamed: 81,Unnamed: 83,Unnamed: 85,Unnamed: 87,Unnamed: 89,Unnamed: 91,Unnamed: 93,Unnamed: 95,Unnamed: 97,Unnamed: 99,Unnamed: 101,Unnamed: 103,Unnamed: 105,Unnamed: 107,Unnamed: 109,Unnamed: 111,Unnamed: 113,Unnamed: 115,Unnamed: 117,Unnamed: 119,Unnamed: 121,Unnamed: 123,Unnamed: 125,Unnamed: 127,Unnamed: 129,Unnamed: 131,Unnamed: 133,Unnamed: 135,Unnamed: 137,Unnamed: 139,Unnamed: 141,Unnamed: 143
Dysart et al i2573,850,840,185,70,90,19.5,85,20,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,85,15,0,0,0,5.4,85,15,0,0,0,5.4,0,0,0,0,0,,0,0,0,0,0,,60,25,0,0,0,7.4
Renfrew i2574,"12,125","8,740","3,830","1,410",960,19.1,"1,300",450,140,45,15,11.6,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"1,300",450,135,45,10,11.2,"1,230",375,110,35,10,10.7,70,70,25,10,0,16.8,15,0,0,0,0,13,400,150,0,0,15,10.3
Arnprior i2575,"1,350",780,410,140,110,18.4,195,65,15,15,0,12,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,195,65,15,15,0,12,175,55,15,15,0,12.1,15,10,0,0,0,12,0,0,0,0,0,,50,10,0,0,0,13.4
McNab/Braeside i2576,140,115,50,35,45,23.5,55,0,0,0,0,2.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,55,0,0,0,0,2.5,55,0,0,0,0,2.5,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,6
Greater Madawaska i2577,80,75,50,20,15,28.2,25,10,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,10,0,0,0,9.2,25,0,0,0,0,4.8,0,0,0,0,0,,0,0,0,0,0,,0,15,0,0,0,
"Brudenell, Lyndoch and Raglan i2578",60,45,15,0,0,16.6,30,0,0,0,0,1.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,1.9,30,0,0,0,0,1.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Madawaska Valley i2579,420,460,155,40,75,21.6,50,25,0,0,0,8.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,25,0,0,0,9.2,45,20,0,0,0,8.2,0,0,0,0,0,,0,0,0,0,0,,55,0,0,0,0,2.6
"Killaloe, Hagarty and Richards i2580",115,100,55,35,0,19.9,35,0,0,0,0,4.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,4.8,35,0,0,0,0,4.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Bonnechere Valley i2581,235,195,75,30,25,20.2,45,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,4.2,45,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,
Pikwakanagan (Golden Lake 39) i2582,55,25,10,10,0,13.3,10,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,3.2,10,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,5
Admaston/Bromley i2583,20,30,30,0,0,25,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Horton i2584,105,65,55,20,0,20,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,
Renfrew i2585,"1,910","1,025",535,225,100,17.9,160,80,20,0,0,11.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,160,80,20,0,0,11.6,145,80,20,0,0,11.8,20,0,0,0,0,10,0,0,0,0,0,,25,35,0,0,0,11
Whitewater Region i2586,470,505,245,50,30,19.4,110,15,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,110,15,0,0,0,5.6,105,0,0,0,0,4.7,0,15,0,0,0,,0,0,0,0,0,,0,25,0,0,0,20
Pembroke i2587,"2,395","1,985",760,280,165,18.9,295,115,45,15,10,13.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,295,115,40,15,10,13,280,100,40,15,10,12.8,15,15,0,0,0,16.5,0,0,0,0,0,,60,15,0,0,0,7.1
North Algona Wilberforce i2588,60,60,15,10,0,18.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Laurentian Valley i2589,815,580,245,65,50,18,40,0,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,12,40,0,0,0,0,12,0,0,0,0,0,,0,0,0,0,0,,50,20,0,0,0,11
Petawawa i2590,"3,265","1,910",515,185,145,16,145,80,20,0,0,13.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,145,80,20,0,0,13.6,130,70,10,0,0,12.9,15,15,10,0,0,17.5,0,0,0,0,0,,75,20,0,0,0,5.7
Laurentian Hills i2591,70,95,35,0,0,18.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Deep River i2592,565,685,575,270,185,27.3,90,55,20,10,0,14.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,90,55,20,10,0,14.5,90,45,15,0,0,12.1,0,0,0,10,0,36,0,0,0,0,0,,35,10,0,0,0,21.2
"Head, Clara and Maria i2593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nipissing i2594,"11,985","6,960","2,385",780,520,16.5,"1,375",750,285,80,100,16.7,110,220,140,30,85,30.4,110,220,140,30,75,29.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"1,265",530,145,50,20,12.7,"1,170",455,125,50,20,12.5,95,75,20,0,0,15.3,25,0,0,0,0,14.8,300,170,60,0,15,17.1
South Algonquin i2595,125,70,30,20,25,19.7,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,3.6
Papineau-Cameron i2596,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Mattawan i2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattawa i2598,445,85,60,70,25,16.5,70,10,0,0,0,7.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,70,10,0,0,0,7.7,70,10,0,0,0,7.7,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,7
Calvin i2599,0,25,0,0,0,22,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Bonfield i2600,20,0,15,0,0,17.6,35,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,4,35,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,30,0,0,0,19
Chisholm i2601,15,40,10,0,0,16,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
East Ferris i2602,275,330,85,10,15,17.3,75,25,0,0,15,16.2,0,0,0,0,15,68,0,0,0,0,15,68,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,75,25,0,0,0,7.6,70,0,0,0,0,3.4,0,20,0,0,0,22,0,0,0,0,0,,35,20,15,0,0,15.8
North Bay i2603,"9,300","5,725","1,915",575,385,16.8,940,680,280,75,80,18.1,110,215,140,30,65,27.5,110,215,140,30,55,26.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,830,465,140,50,20,14.7,755,410,120,50,20,14.6,75,60,20,0,0,15,15,0,0,0,0,9.5,135,110,20,0,10,21.2
West Nipissing i2604,"1,595",520,200,70,45,13.3,170,10,10,0,10,13.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,170,10,10,0,0,7.4,155,10,10,0,0,7.4,10,0,0,0,0,,10,0,0,0,0,,75,0,10,0,0,8
Temagami i2605,65,30,0,15,10,20,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,15,0,0,23
Bear Island 1 i2606,0,0,0,0,0,,40,10,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,10,0,0,0,8,40,10,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Nipissing 10 i2607,75,20,40,10,0,16.6,20,0,0,0,0,4.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,4.4,15,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Nipissing, Unorganized, South Part i2608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nipissing, Unorganized, North Part i2609",40,100,30,0,10,20,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Parry Sound i2610,"3,940","2,535",985,385,375,19,620,140,25,10,25,11.5,0,0,0,0,10,76,0,0,0,0,10,76,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,615,140,25,10,15,9.9,565,130,25,10,15,10,55,0,0,0,0,7.9,0,0,0,0,0,,230,60,10,0,0,9.7
Seguin i2611,245,205,130,35,75,26.1,65,0,0,0,0,4.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,65,0,0,0,0,4.7,65,0,0,0,0,4.7,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,4.6
The Archipelago i2612,35,25,25,0,0,21.4,70,0,0,0,0,2.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,70,0,0,0,0,2.5,70,0,0,0,0,2.5,0,0,0,0,0,,0,0,0,0,0,,15,25,0,0,0,26
McMurrich/Monteith i2613,25,10,0,20,0,23.6,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Perry i2614,55,70,10,20,15,24.1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Kearney i2615,40,25,15,0,0,20.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Armour i2616,10,15,10,0,10,41,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Burk's Falls i2617,195,180,60,25,15,19.6,35,10,0,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,10,0,0,0,9.2,25,10,0,0,0,10.4,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Ryerson i2618,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
McKellar i2619,15,10,0,10,0,22.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
McDougall i2620,105,165,35,15,20,22.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,1
Parry Sound i2621,"1,895","1,080",350,135,150,17.7,175,110,25,10,25,19.5,0,0,0,0,10,90,0,0,0,0,10,90,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,175,110,25,10,10,16,155,105,25,10,10,16.4,15,0,0,0,0,9.5,0,0,0,0,0,,35,0,0,0,0,11.6
Carling i2622,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Whitestone i2623,60,40,15,0,0,14.9,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Magnetawan i2624,60,30,15,0,15,24,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Strong i2625,75,30,25,25,0,21.8,20,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sundridge i2626,190,90,25,10,20,16.8,30,0,0,0,0,6.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,4.6,30,0,0,0,0,4.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Joly i2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machar i2628,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
South River i2629,235,105,105,15,0,17.4,60,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,60,0,0,0,0,6,60,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,
Powassan i2630,235,230,90,0,0,16.2,30,0,0,0,0,6.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,6.2,30,0,0,0,0,5.6,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,9.2
Callander i2631,190,145,50,0,0,14.9,40,0,0,0,0,3.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,3.2,35,0,0,0,0,2.9,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,4.2
Nipissing i2632,30,20,0,0,0,13.6,15,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,4,15,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,0,
Shawanaga 17 i2633,25,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Parry Island First Nation i2634,55,0,0,0,10,14.4,0,0,0,0,0,20,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Henvey Inlet 2 i2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French River 13 i2636,25,10,0,15,10,26.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Dokis 9 i2637,45,0,0,0,0,3.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,3.2
Magnetewan 1 i2638,10,0,0,0,10,34,15,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,4,15,0,0,0,0,3.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Naiscoutaing 17A i2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parry Sound, Unorganized, North East Part i2640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parry Sound, Unorganized, Centre Part i2641",80,35,10,30,15,22.4,15,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,6,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,5.2
Manitoulin i2642,"1,670",640,355,175,120,17.2,255,30,10,0,0,8.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,255,30,10,0,0,8.2,245,20,10,0,0,7.8,10,10,10,0,0,15,0,0,0,0,0,,45,15,0,0,10,12.4
Tehkummah i2643,20,15,10,0,0,18.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Central Manitoulin i2644,230,85,65,20,20,20.2,20,0,0,0,0,6.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,6.8,20,0,0,0,0,6.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Assiginack i2645,55,85,40,15,0,20.3,30,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,3,30,0,0,0,0,1.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Northeastern Manitoulin and the Islands i2646,410,135,115,40,35,18.5,55,0,0,0,0,8.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,55,0,0,0,0,8.4,55,0,0,0,0,8.4,0,0,0,0,0,,0,0,0,0,0,,10,10,0,0,0,11
Billings i2647,25,15,10,0,0,15.8,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gore Bay i2648,175,100,65,25,0,16.8,60,0,10,0,0,9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,60,0,10,0,0,9,55,0,10,0,0,8.2,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,12
Gordon/Barrie Island i2649,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Burpee and Mills i2650,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Cockburn Island i2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitefish River 4 i2652,60,10,10,0,0,10,10,0,10,0,0,10,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,10,0,0,10,10,0,0,0,0,4,0,0,10,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sucker Creek 23 i2653,25,10,10,0,0,16.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sheguiandah 24 i2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikwemikong Unceded i2655,480,105,30,35,10,11.9,50,10,0,0,0,11.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,10,0,0,0,11.2,50,10,0,0,0,11.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sheshegwaning 20 i2656,25,0,0,0,10,18.5,15,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,5.2,10,0,0,0,0,4.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
M'Chigeeng 22 i2657,145,55,10,15,10,13.5,10,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,6,10,0,0,0,0,6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
"Manitoulin, Unorganized, West Part i2658",0,0,0,15,40,52,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,10,0,0,10,45
Zhiibaahaasing 19A i2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudbury i2660,"2,320",915,480,285,365,20.8,480,130,0,10,20,14.3,15,0,0,0,20,84,15,0,0,0,20,84,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,465,125,0,10,0,8.7,445,105,0,10,0,8.4,25,20,0,0,0,11.8,10,0,0,0,0,,140,0,0,15,20,14.9
French River i2661,230,110,60,20,20,19.3,25,15,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,15,0,0,0,6.4,25,15,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,9
St.-Charles i2662,20,15,0,0,0,22.4,25,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,3.7,25,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Markstay-Warren i2663,25,50,35,20,0,27.2,20,0,0,10,0,21,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,10,0,21,20,0,0,10,0,21,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,1
