Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Bolton-Est,25.0,65.0,35.0,10.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Que.,1108,940,17.9,79.39,14.0
Bolton-Ouest,10.0,0.0,30.0,0.0,20.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,732,630,16.2,100.94,7.3
Bonaparte 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,159,121,31.4,7.06,22.5
Bonaventure,2540.0,1240.0,385.0,120.0,95.0,14.8,25.0,25.0,0.0,0.0,0.0,18.8,240.0,30.0,0.0,0.0,0.0,5.8,15.0,0.0,0.0,0.0,0.0,7.6,35.0,0.0,0.0,0.0,0.0,21.6,Que.,2733,2706,1.0,104.5,26.2
Bonaventure,610.0,310.0,50.0,20.0,35.0,14.8,0.0,10.0,0.0,0.0,0.0,24.0,40.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,2733,2706,1.0,104.5,26.2
Bonavista,825.0,185.0,40.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,3190,3448,-7.5,31.56,101.1
Bondiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,124,110,12.7,1.18,105.5
Bone Creek No. 108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,362,394,-8.1,834.81,0.4
Bonne-Espérance,85.0,55.0,10.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,692,681,1.6,622.99,1.1
Bonnechere Valley,235.0,195.0,75.0,30.0,25.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Ont.,3898,3674,6.1,588.36,6.6
Bonnyville Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,70,84,-16.7,0.23,298.1
Bonsecours,45.0,40.0,20.0,0.0,10.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,650,608,6.9,60.36,10.8
Boothroyd 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,0,0.0,0.86,0.0
Boothroyd 8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,0,0.0,0.03,0.0
Borden,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,281,287,-2.1,0.73,384.7
Borden,30.0,30.0,20.0,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,281,287,-2.1,0.73,384.7
Borden-Carleton,170.0,260.0,120.0,45.0,25.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,788,724,8.8,12.94,60.9
Boston Bar 1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,0,0.0,0.4,0.0
Botsford,25.0,20.0,0.0,0.0,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,N.B.,1120,1058,5.9,304.62,3.7
Botwood,415.0,100.0,30.0,15.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.4,N.L.,2778,2875,-3.4,14.56,190.8
Boucherville,4530.0,10690.0,5630.0,1555.0,925.0,24.2,50.0,245.0,330.0,355.0,575.0,48.4,535.0,190.0,40.0,25.0,0.0,12.1,10.0,15.0,0.0,0.0,0.0,18.5,105.0,50.0,30.0,0.0,0.0,13.0,Que.,41743,41671,0.2,71.02,587.8
Bouchette,25.0,20.0,10.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,695,731,-4.9,122.09,5.7
Bouctouche,705.0,380.0,115.0,40.0,20.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,5.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,2513,2361,6.4,18.33,137.1
Bow Island,470.0,115.0,90.0,80.0,25.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,2036,1983,2.7,5.68,358.5
Bowden,65.0,75.0,0.0,15.0,10.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Alta.,1280,1240,3.2,3.46,370.2
Bowen Island,350.0,50.0,15.0,0.0,25.0,13.2,0.0,0.0,0.0,0.0,20.0,58.0,85.0,15.0,0.0,0.0,0.0,11.8,15.0,0.0,0.0,0.0,0.0,11.2,20.0,0.0,0.0,0.0,0.0,1.0,B.C.,4256,3680,15.7,50.12,84.9
Bowman,0.0,10.0,0.0,0.0,10.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,667,658,1.4,126.4,5.3
Boyer 164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,123,218,-43.6,40.89,3.0
Boyle,250.0,185.0,205.0,95.0,75.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,825,845,-2.4,7.12,115.9
Bracebridge,2225.0,1660.0,845.0,250.0,200.0,19.3,0.0,0.0,0.0,0.0,10.0,76.0,195.0,50.0,20.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,10.0,15.0,27.2,Ont.,17305,16010,8.1,615.2,28.1
Bracken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,20,20,0.0,0.63,31.8
Bradford West Gwillimbury,2600.0,1595.0,1500.0,455.0,390.0,22.6,15.0,15.0,0.0,0.0,30.0,52.0,250.0,90.0,55.0,0.0,10.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,110.0,20.0,25.0,0.0,15.0,15.1,Ont.,42880,35325,21.4,200.68,213.7
Bradwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,164,166,-1.2,0.42,394.2
Brampton,21495.0,44845.0,25315.0,9490.0,8160.0,26.3,715.0,1780.0,2945.0,1660.0,3370.0,44.6,1870.0,1000.0,220.0,40.0,35.0,12.7,25.0,30.0,0.0,10.0,0.0,19.6,1970.0,750.0,490.0,135.0,135.0,16.1,Ont.,656480,593638,10.6,265.89,2469.0
Branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,177,228,-22.4,16.18,10.9
Bratt's Lake No. 129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,328,315,4.1,844.71,0.4
Brazeau County,85.0,150.0,45.0,20.0,25.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.9,Alta.,7179,7771,-7.6,3000.14,2.4
Breadalbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,170,167,1.8,12.67,13.4
Bredenbury,10.0,0.0,15.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,386,372,3.8,4.61,83.7
Brenda-Waskada,45.0,60.0,15.0,0.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,650,674,-3.6,775.64,0.8
Brent's Cove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,119,157,-24.2,1.02,116.4
Breton,90.0,105.0,35.0,25.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Alta.,567,574,-1.2,1.72,329.9
Bridge River 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,242,241,0.4,39.02,6.2
Bridgewater,2415.0,1845.0,695.0,165.0,140.0,17.7,10.0,0.0,0.0,0.0,0.0,0.0,135.0,95.0,20.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,10.0,N.S.,8790,8532,3.0,13.63,644.9
Briercrest,15.0,25.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,155,159,-2.5,0.69,226.3
Brigham,60.0,135.0,45.0,0.0,20.0,23.5,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,2282,2306,-1.0,86.92,26.3
Bright,115.0,135.0,65.0,10.0,10.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,3317,3289,0.9,403.73,8.2
Brighton,30.0,25.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,163,188,-13.3,2.26,72.2
Brighton,30.0,25.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,12108,11844,2.2,223.24,54.2
Brighton,805.0,600.0,210.0,45.0,55.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,13.0,N.B.,1596,1735,-8.0,509.3,3.1
Brighton,30.0,25.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,1596,1735,-8.0,509.3,3.1
Brighton,805.0,600.0,210.0,45.0,55.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,13.0,N.L.,163,188,-13.3,2.26,72.2
Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,163,188,-13.3,2.26,72.2
Brighton,805.0,600.0,210.0,45.0,55.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,13.0,Ont.,12108,11844,2.2,223.24,54.2
Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,1596,1735,-8.0,509.3,3.1
Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,12108,11844,2.2,223.24,54.2
Brigus,30.0,10.0,10.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,699,723,-3.3,11.48,60.9
Bristol,40.0,25.0,10.0,30.0,15.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1199,1036,15.7,206.19,5.8
Britannia No. 502,10.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,2061,2153,-4.3,915.11,2.3
Broadview,60.0,130.0,25.0,0.0,10.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,541,552,-2.0,2.82,191.5
Brock,800.0,630.0,360.0,160.0,195.0,23.4,10.0,0.0,0.0,0.0,0.0,0.0,180.0,25.0,10.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.1,Ont.,12567,11642,7.9,422.64,29.7
Brock,800.0,630.0,360.0,160.0,195.0,23.4,10.0,0.0,0.0,0.0,0.0,0.0,180.0,25.0,10.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.1,Sask.,134,142,-5.6,0.7,191.6
Brock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,134,142,-5.6,0.7,191.6
Brock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,12567,11642,7.9,422.64,29.7
Brock No. 64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,252,267,-5.6,784.64,0.3
Brockton,1460.0,940.0,350.0,85.0,75.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,115.0,10.0,10.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.6,Ont.,9784,9461,3.4,564.64,17.3
Broderick,25.0,25.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,96,85,12.9,0.77,125.4
Brokenhead,60.0,45.0,50.0,10.0,15.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Man.,5414,5122,5.7,749.69,7.2
Brokenhead 4,85.0,20.0,25.0,10.0,25.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,434,516,-15.9,54.95,7.9
Brokenshell No. 68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,307,312,-1.6,845.97,0.4
Brome,10.0,20.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,Que.,341,296,15.2,11.56,29.5
Bromont,1420.0,2765.0,600.0,295.0,220.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,105.0,25.0,10.0,0.0,0.0,11.2,20.0,10.0,0.0,0.0,0.0,10.8,30.0,0.0,0.0,0.0,0.0,8.8,Que.,11357,9041,25.6,114.05,99.6
Brooke-Alvinston,120.0,110.0,50.0,0.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,2359,2411,-2.2,311.41,7.6
Brooks,3610.0,1235.0,230.0,65.0,160.0,13.5,0.0,0.0,0.0,15.0,0.0,38.0,200.0,45.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,10.0,0.0,0.0,12.3,Alta.,14924,14451,3.3,18.21,819.8
Brossard,4995.0,10290.0,4035.0,1155.0,420.0,21.7,145.0,330.0,490.0,235.0,540.0,42.8,725.0,345.0,115.0,20.0,10.0,13.6,20.0,20.0,0.0,0.0,0.0,16.8,235.0,100.0,50.0,0.0,0.0,13.2,Que.,91525,85721,6.8,45.19,2025.3
Browning No. 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,355,375,-5.3,797.0,0.4
Brownlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,55,55,0.0,2.57,21.4
Brownsburg-Chatham,550.0,325.0,120.0,50.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,20.0,Que.,7247,7122,1.8,244.46,29.6
Bruce Mines,80.0,45.0,10.0,15.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,582,582,0.0,6.09,95.6
"Brudenell, Lyndoch and Raglan",60.0,45.0,15.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,1552,1503,3.3,701.29,2.2
Bruno,75.0,25.0,25.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,604,611,-1.1,0.94,643.0
Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,224,203,10.3,703.2,0.3
Bryant's Cove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,343,395,-13.2,4.9,70.0
Bryson,30.0,15.0,0.0,0.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,646,697,-7.3,3.58,180.4
Brébeuf,35.0,10.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1009,976,3.4,35.78,28.2
Buchanan,25.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,237,218,8.7,1.13,209.4
Buchans,90.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,590,642,-8.1,4.63,127.6
Buckland No. 491,115.0,175.0,65.0,15.0,15.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,3277,3375,-2.9,787.35,4.2
Bucktum 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,5,0,0.0,0.38,13.1
Buctouche 16,35.0,0.0,10.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,101,96,5.2,0.38,266.6
